city,country,month,month_num,temperature_2m_mean,windspeed_10m_mean,precipitation_sum,relative_humidity_2m_mean,cloudcover_mean
Newport,Wales,November,11,46.62,12.05,2.48,89.61,79.15
Newport,Wales,December,12,45.25,15.45,3.02,88.51,87.64
Poppit Sands,Wales,January,1,42.69,25.64,3.87,82.61,75.28
Poppit Sands,Wales,February,2,46.51,24.41,4.82,89.73,81.33
Poppit Sands,Wales,March,3,46.34,24.24,4.67,84.87,77.31
Poppit Sands,Wales,April,4,48.66,23.99,3.82,83.7,80.59
Poppit Sands,Wales,May,5,54.37,15.48,1.84,84.15,77.08
Poppit Sands,Wales,June,6,55.03,16.72,1.3,82.57,69.88
Poppit Sands,Wales,July,7,58.1,16.88,2.69,86.05,73.87
Poppit Sands,Wales,August,8,60.2,22.15,2.26,84.09,68.7
Poppit Sands,Wales,September,9,56.52,20.04,2.89,83.83,74.95
Poppit Sands,Wales,October,10,53.23,20.33,2.82,85.45,70.37
Poppit Sands,Wales,November,11,48.48,19.9,2.75,85.73,82.32
Poppit Sands,Wales,December,12,46.43,27.19,3.7,87.12,91.15
Saundersfoot,Wales,January,1,42.95,21.91,4.18,83.18,69.71
Saundersfoot,Wales,February,2,47.36,21.42,6.53,90.62,78.72
Saundersfoot,Wales,March,3,47.24,22.15,5.57,85.31,75.31
Saundersfoot,Wales,April,4,49.64,23.25,4.21,83.01,78.97
Saundersfoot,Wales,May,5,56.04,15.66,2.51,81.29,66.21
Saundersfoot,Wales,June,6,57.19,17.83,1.25,78.98,61.95
Saundersfoot,Wales,July,7,59.92,16.7,2.5,83.69,70.22
Saundersfoot,Wales,August,8,62.07,23.03,3.42,82.99,69.25
Saundersfoot,Wales,September,9,57.56,17.18,4.67,83.42,68.99
Saundersfoot,Wales,October,10,54.7,19.09,4.52,85.51,71.17
Saundersfoot,Wales,November,11,49.04,17.97,3.0,86.18,80.19
Saundersfoot,Wales,December,12,47.35,23.39,2.8,86.25,87.88
Tenby,Wales,January,1,43.09,21.1,4.15,82.91,69.15
Tenby,Wales,February,2,47.43,20.79,6.52,90.52,78.96
Tenby,Wales,March,3,47.26,21.65,5.53,85.3,74.84
Tenby,Wales,April,4,49.67,22.1,3.91,82.92,78.54
Tenby,Wales,May,5,55.94,14.96,2.54,81.48,65.41
Tenby,Wales,June,6,57.2,17.65,1.24,79.01,61.74
Tenby,Wales,July,7,59.93,16.6,2.5,83.73,70.23
Tenby,Wales,August,8,62.08,22.89,3.39,83.03,69.28
Tenby,Wales,September,9,57.58,17.1,4.66,83.41,68.96
Tenby,Wales,October,10,54.72,19.0,4.55,85.53,71.17
Tenby,Wales,November,11,49.06,17.91,3.02,86.15,80.23
Tenby,Wales,December,12,47.36,23.23,2.76,86.22,87.91
Pendine,Wales,January,1,42.67,23.77,4.38,83.7,68.95
Pendine,Wales,February,2,47.25,22.67,6.83,90.71,77.8
Pendine,Wales,March,3,47.24,23.24,5.89,85.29,75.0
Pendine,Wales,April,4,49.68,25.42,4.27,82.89,79.2
Pendine,Wales,May,5,56.24,16.92,2.41,80.94,64.81
Pendine,Wales,June,6,57.26,19.86,1.34,78.68,62.85
Pendine,Wales,July,7,60.12,18.22,2.34,82.83,69.08
Pendine,Wales,August,8,62.25,25.2,4.03,82.37,68.78
Pendine,Wales,September,9,57.46,18.52,5.0,83.42,68.28
Pendine,Wales,October,10,54.63,20.56,4.53,85.54,70.88
Pendine,Wales,November,11,48.71,18.45,2.78,86.41,79.09
Pendine,Wales,December,12,47.25,24.7,2.9,86.64,87.01
Laugharne,Wales,January,1,42.6,24.33,4.43,83.95,68.5
Laugharne,Wales,February,2,47.23,23.09,6.92,90.71,77.41
Laugharne,Wales,March,3,47.25,23.58,5.94,85.3,74.78
Laugharne,Wales,April,4,49.69,26.01,4.29,82.92,79.13
Laugharne,Wales,May,5,56.31,17.29,2.37,80.85,64.08
Laugharne,Wales,June,6,57.33,20.47,1.35,78.54,62.65
Laugharne,Wales,July,7,60.22,18.73,2.28,82.6,68.55
Laugharne,Wales,August,8,62.35,25.87,4.18,82.15,68.5
Laugharne,Wales,September,9,57.5,18.94,5.15,83.36,67.75
Laugharne,Wales,October,10,54.69,21.05,4.57,85.51,70.59
Laugharne,Wales,November,11,48.64,18.66,2.69,86.41,78.57
Laugharne,Wales,December,12,47.24,25.1,2.88,86.66,86.63
Amroth,Wales,January,1,42.86,22.47,4.22,83.31,69.62
Amroth,Wales,February,2,47.34,21.89,6.55,90.6,78.43
Amroth,Wales,March,3,47.24,22.49,5.58,85.28,75.3
Amroth,Wales,April,4,49.64,23.98,4.21,82.95,79.11
Amroth,Wales,May,5,56.08,16.05,2.47,81.19,66.01
Amroth,Wales,June,6,57.21,18.53,1.27,78.87,62.44
Amroth,Wales,July,7,60.0,17.19,2.46,83.38,69.94
Amroth,Wales,August,8,62.15,23.76,3.53,82.75,69.11
Amroth,Wales,September,9,57.56,17.64,4.71,83.36,68.78
Amroth,Wales,October,10,54.69,19.56,4.48,85.49,71.05
Amroth,Wales,November,11,48.93,18.19,2.91,86.11,79.85
Amroth,Wales,December,12,47.32,23.94,2.78,86.29,87.62
Porthcawl,Wales,January,1,42.69,20.33,3.93,81.95,69.17
Porthcawl,Wales,February,2,47.05,20.23,8.26,90.89,84.3
Porthcawl,Wales,March,3,47.17,19.08,5.22,85.37,77.85
Porthcawl,Wales,April,4,49.73,20.54,2.62,80.44,77.26
Porthcawl,Wales,May,5,56.23,14.55,3.13,80.67,61.69
Porthcawl,Wales,June,6,57.55,14.52,1.31,76.87,61.96
Porthcawl,Wales,July,7,60.53,13.24,2.93,82.26,67.27
Porthcawl,Wales,August,8,61.99,16.47,2.37,81.08,71.23
Porthcawl,Wales,September,9,57.1,14.79,5.76,84.39,69.49
Porthcawl,Wales,October,10,53.74,13.29,4.84,87.44,69.63
Porthcawl,Wales,November,11,47.98,14.47,2.05,87.17,78.7
Porthcawl,Wales,December,12,46.18,18.77,3.03,87.99,88.41
Barry,Wales,January,1,42.12,17.82,3.92,83.12,59.63
Barry,Wales,February,2,46.95,17.24,8.71,91.82,77.1
Barry,Wales,March,3,46.78,16.78,5.02,86.62,68.11
Barry,Wales,April,4,49.63,17.3,1.56,80.64,61.04
Barry,Wales,May,5,56.26,13.57,3.09,81.57,43.63
Barry,Wales,June,6,57.83,15.21,1.21,77.41,50.53
Barry,Wales,July,7,61.16,14.43,3.08,82.72,52.45
Barry,Wales,August,8,62.63,16.09,1.94,80.95,59.51
Barry,Wales,September,9,57.54,16.44,6.13,85.08,56.49
Barry,Wales,October,10,54.11,13.58,4.7,88.03,58.9
Barry,Wales,November,11,47.9,14.76,1.48,89.11,71.94
Barry,Wales,December,12,46.29,19.01,2.63,88.23,81.01
Penarth,Wales,January,1,42.14,17.43,3.89,82.99,64.43
Penarth,Wales,February,2,46.98,17.19,8.41,91.64,79.2
Penarth,Wales,March,3,46.71,16.4,4.96,86.55,70.48
Penarth,Wales,April,4,49.6,16.96,1.85,80.78,65.05
Penarth,Wales,May,5,56.18,13.08,3.38,81.55,48.18
Penarth,Wales,June,6,57.82,14.93,1.19,77.19,52.76
Penarth,Wales,July,7,61.1,14.07,3.14,82.6,55.3
Penarth,Wales,August,8,62.54,15.86,1.96,80.91,61.44
Penarth,Wales,September,9,57.47,16.1,6.12,85.04,58.89
Penarth,Wales,October,10,54.04,13.35,4.82,88.01,61.04
Penarth,Wales,November,11,47.83,14.57,1.76,89.17,73.22
Penarth,Wales,December,12,46.25,18.76,2.71,88.27,82.38
Berwick-upon-Tweed,England,January,1,39.5,17.97,3.25,85.49,71.25
Berwick-upon-Tweed,England,February,2,43.05,18.11,2.03,85.43,72.25
Berwick-upon-Tweed,England,March,3,43.46,17.58,2.45,87.09,78.1
Berwick-upon-Tweed,England,April,4,45.86,18.39,3.68,81.06,73.08
Berwick-upon-Tweed,England,May,5,53.92,12.3,3.36,88.43,79.13
Berwick-upon-Tweed,England,June,6,54.77,14.59,1.08,77.43,67.72
Berwick-upon-Tweed,England,July,7,57.28,13.01,3.55,82.99,76.67
Berwick-upon-Tweed,England,August,8,58.71,17.55,2.34,79.45,66.94
Berwick-upon-Tweed,England,September,9,53.33,13.16,1.81,84.22,73.25
Berwick-upon-Tweed,England,October,10,50.26,16.78,4.14,86.57,64.04
Berwick-upon-Tweed,England,November,11,43.82,14.57,1.32,85.93,64.49
Berwick-upon-Tweed,England,December,12,44.36,18.9,3.16,85.55,78.56
Seahouses,England,January,1,40.46,19.14,3.12,83.51,69.23
Seahouses,England,February,2,43.83,18.64,2.09,84.35,67.59
Seahouses,England,March,3,44.18,19.3,2.19,86.01,73.92
Seahouses,England,April,4,46.44,19.55,3.99,80.26,70.68
Seahouses,England,May,5,53.46,12.58,3.02,89.65,80.05
Seahouses,England,June,6,55.43,15.65,0.8,76.2,66.51
Seahouses,England,July,7,58.01,14.05,3.57,81.87,74.75
Seahouses,England,August,8,59.66,17.4,1.89,77.21,60.84
Seahouses,England,September,9,54.26,14.17,1.64,83.67,72.9
Seahouses,England,October,10,51.13,17.25,4.21,85.91,61.45
Seahouses,England,November,11,44.76,16.19,1.55,84.84,62.8
Seahouses,England,December,12,45.44,20.48,3.01,84.24,73.96
Amble,England,January,1,40.99,21.13,2.98,82.48,68.18
Amble,England,February,2,44.22,20.13,2.04,83.66,65.65
Amble,England,March,3,44.41,20.17,2.1,85.77,73.72
Amble,England,April,4,46.56,20.07,4.01,80.14,70.04
Amble,England,May,5,53.39,12.9,2.94,89.97,79.94
Amble,England,June,6,55.55,16.08,0.7,76.05,65.97
Amble,England,July,7,58.09,14.44,3.51,81.74,74.15
Amble,England,August,8,59.77,18.01,1.84,77.05,60.57
Amble,England,September,9,54.41,14.69,1.58,83.53,73.15
Amble,England,October,10,51.25,17.95,4.24,85.85,60.98
Amble,England,November,11,44.93,16.98,1.69,84.59,62.2
Amble,England,December,12,45.63,21.11,2.86,83.93,73.11
Blyth,England,January,1,39.4,15.63,3.31,85.72,62.55
Blyth,England,February,2,43.43,16.14,2.29,85.9,63.47
Blyth,England,March,3,43.82,14.68,2.62,85.76,67.25
Blyth,England,April,4,46.1,15.83,4.13,80.06,62.18
Blyth,England,May,5,54.43,10.96,3.65,86.05,71.74
Blyth,England,June,6,55.43,13.46,1.47,75.9,54.85
Blyth,England,July,7,58.32,11.64,4.55,80.98,62.97
Blyth,England,August,8,59.89,14.96,1.88,75.81,48.85
Blyth,England,September,9,53.82,12.04,2.46,85.33,65.38
Blyth,England,October,10,51.0,13.01,3.72,85.63,55.15
Blyth,England,November,11,43.6,11.83,1.42,87.59,58.23
Blyth,England,December,12,44.74,18.07,2.97,86.2,66.13
Seaton Sluice,England,January,1,39.17,14.0,3.29,86.04,71.25
Seaton Sluice,England,February,2,43.1,14.43,2.29,86.42,72.19
Seaton Sluice,England,March,3,43.7,14.75,2.65,85.59,69.85
Seaton Sluice,England,April,4,46.05,15.67,4.05,80.12,62.3
Seaton Sluice,England,May,5,54.48,11.04,3.74,85.93,71.02
Seaton Sluice,England,June,6,55.46,13.59,1.55,75.87,53.89
Seaton Sluice,England,July,7,58.35,11.75,4.7,80.92,62.0
Seaton Sluice,England,August,8,59.93,15.04,1.87,75.69,48.2
Seaton Sluice,England,September,9,53.83,12.05,2.56,85.38,64.98
Seaton Sluice,England,October,10,51.02,13.04,3.66,85.58,54.76
Seaton Sluice,England,November,11,43.57,11.84,1.26,87.69,57.71
Seaton Sluice,England,December,12,44.73,18.16,2.98,86.23,65.61
Whitley Bay,England,January,1,39.1,13.88,3.28,86.19,71.47
Whitley Bay,England,February,2,43.08,14.41,2.3,86.56,72.52
Whitley Bay,England,March,3,43.7,14.68,2.66,85.55,69.79
Whitley Bay,England,April,4,46.05,15.64,4.03,80.12,62.28
Whitley Bay,England,May,5,54.5,11.03,3.77,85.88,70.79
Whitley Bay,England,June,6,55.45,13.59,1.59,75.9,53.91
Whitley Bay,England,July,7,58.36,11.75,4.79,80.91,61.89
Whitley Bay,England,August,8,59.93,15.02,1.85,75.66,48.2
Whitley Bay,England,September,9,53.81,12.05,2.65,85.41,64.95
Whitley Bay,England,October,10,51.01,13.02,3.58,85.59,54.77
Whitley Bay,England,November,11,43.55,11.77,1.24,87.7,57.61
Whitley Bay,England,December,12,44.71,18.11,2.95,86.26,65.62
Tynemouth,England,January,1,39.09,13.94,3.27,86.25,71.61
Tynemouth,England,February,2,43.08,14.48,2.3,86.6,72.7
Tynemouth,England,March,3,43.7,14.68,2.66,85.58,70.04
Tynemouth,England,April,4,46.05,15.58,4.02,80.15,62.66
Tynemouth,England,May,5,54.49,10.98,3.77,85.89,71.03
Tynemouth,England,June,6,55.42,13.51,1.6,75.94,54.44
Tynemouth,England,July,7,58.35,11.68,4.83,80.92,62.25
Tynemouth,England,August,8,59.91,14.96,1.83,75.69,48.56
Tynemouth,England,September,9,53.78,12.01,2.7,85.43,65.15
Tynemouth,England,October,10,50.99,12.99,3.54,85.63,55.03
Tynemouth,England,November,11,43.55,11.76,1.23,87.72,57.82
Tynemouth,England,December,12,44.7,18.03,2.95,86.3,65.91
Sunderland,England,January,1,39.39,15.0,3.05,85.78,71.87
Sunderland,England,February,2,43.52,15.18,2.27,86.03,72.37
Sunderland,England,March,3,43.81,14.61,2.54,85.53,75.17
Sunderland,England,April,4,46.0,14.62,3.83,80.71,73.84
Sunderland,England,May,5,54.27,10.64,3.7,86.08,79.01
Sunderland,England,June,6,55.15,12.14,1.59,76.92,69.03
Sunderland,England,July,7,58.19,10.29,4.78,80.93,73.29
Sunderland,England,August,8,59.34,13.52,1.56,76.72,62.81
Sunderland,England,September,9,53.35,11.6,3.42,85.77,74.05
Sunderland,England,October,10,50.29,13.42,3.25,86.93,64.19
Sunderland,England,November,11,43.18,11.75,1.26,88.38,64.96
Sunderland,England,December,12,43.99,16.42,2.96,87.67,76.97
Seaham,England,January,1,39.25,16.59,3.14,86.2,72.54
Seaham,England,February,2,43.54,16.51,2.49,86.46,73.11
Seaham,England,March,3,43.89,16.05,2.34,85.74,76.42
Seaham,England,April,4,46.03,16.36,3.79,81.14,74.1
Seaham,England,May,5,54.39,11.53,3.53,86.18,79.03
Seaham,England,June,6,55.45,13.54,1.59,76.83,68.79
Seaham,England,July,7,58.68,11.43,4.68,80.03,72.27
Seaham,England,August,8,59.91,15.04,1.24,75.34,62.42
Seaham,England,September,9,53.72,12.4,3.83,85.75,74.59
Seaham,England,October,10,50.59,14.82,2.79,86.43,63.09
Seaham,England,November,11,43.46,12.55,1.26,87.59,64.71
Seaham,England,December,12,44.15,17.95,2.9,86.92,76.53
Hartlepool,England,January,1,39.44,20.69,3.15,86.44,74.97
Hartlepool,England,February,2,43.97,20.38,2.56,86.72,76.66
Hartlepool,England,March,3,44.3,19.39,1.94,85.97,79.43
Hartlepool,England,April,4,46.35,20.37,3.91,81.57,75.64
Hartlepool,England,May,5,54.48,13.0,3.47,86.25,78.83
Hartlepool,England,June,6,55.42,15.22,1.63,77.31,70.68
Hartlepool,England,July,7,58.82,12.92,4.8,79.72,73.44
Hartlepool,England,August,8,60.13,17.65,1.05,74.56,63.98
Hartlepool,England,September,9,53.72,13.94,4.58,86.47,75.72
Hartlepool,England,October,10,50.67,17.82,2.41,86.13,63.36
Hartlepool,England,November,11,43.55,14.52,1.22,87.09,65.57
Hartlepool,England,December,12,43.95,20.79,2.76,86.77,77.09
Saltburn-by-the-Sea,England,January,1,39.47,23.82,2.81,86.82,76.44
Saltburn-by-the-Sea,England,February,2,43.88,23.29,2.33,87.33,76.94
Saltburn-by-the-Sea,England,March,3,44.19,21.74,1.94,86.55,80.21
Saltburn-by-the-Sea,England,April,4,46.12,22.73,4.02,83.11,76.44
Saltburn-by-the-Sea,England,May,5,53.96,14.79,3.32,87.92,79.78
Saltburn-by-the-Sea,England,June,6,55.22,17.51,1.5,78.06,71.82
Saltburn-by-the-Sea,England,July,7,58.61,15.41,5.62,80.55,75.18
Saltburn-by-the-Sea,England,August,8,60.35,20.46,0.86,73.49,63.33
Saltburn-by-the-Sea,England,September,9,53.59,15.97,4.68,87.84,77.86
Saltburn-by-the-Sea,England,October,10,50.88,22.04,1.83,85.94,63.01
Saltburn-by-the-Sea,England,November,11,43.94,18.25,0.97,86.38,65.82
Saltburn-by-the-Sea,England,December,12,44.06,25.07,2.77,86.38,74.04
Redcar,England,January,1,39.42,22.54,2.98,86.73,75.94
Redcar,England,February,2,43.89,22.09,2.47,87.19,76.9
Redcar,England,March,3,44.23,20.82,1.98,86.33,79.94
Redcar,England,April,4,46.22,21.76,4.06,82.48,76.15
Redcar,England,May,5,54.56,13.74,3.35,86.53,77.11
Redcar,England,June,6,55.56,16.42,1.56,77.04,68.07
Redcar,England,July,7,58.96,14.01,5.34,79.55,71.78
Redcar,England,August,8,60.43,19.33,0.92,73.64,60.68
Redcar,England,September,9,53.82,14.8,4.72,86.75,75.34
Redcar,England,October,10,50.88,19.96,2.03,85.69,61.21
Redcar,England,November,11,43.83,16.16,1.1,86.5,64.1
Redcar,England,December,12,44.15,22.33,2.88,86.14,73.15
Staithes,England,January,1,39.48,24.13,2.78,86.86,76.54
Staithes,England,February,2,43.87,23.59,2.32,87.41,76.98
Staithes,England,March,3,44.15,21.98,1.93,86.65,80.34
Staithes,England,April,4,46.09,22.97,4.05,83.28,76.54
Staithes,England,May,5,53.91,15.01,3.34,88.06,79.68
Staithes,England,June,6,55.19,17.71,1.49,78.13,72.02
Staithes,England,July,7,58.58,15.64,5.72,80.65,75.43
Staithes,England,August,8,60.35,20.67,0.85,73.45,63.46
Staithes,England,September,9,53.56,16.15,4.69,87.95,78.05
Staithes,England,October,10,50.89,22.41,1.79,85.94,63.04
Staithes,England,November,11,43.95,18.54,1.03,86.35,66.24
Staithes,England,December,12,44.05,25.45,2.78,86.39,73.89
Whitby,England,January,1,38.39,21.32,3.48,88.21,75.25
Whitby,England,February,2,43.08,21.42,3.42,88.9,76.36
Whitby,England,March,3,43.56,20.03,1.97,87.54,80.43
Whitby,England,April,4,45.42,22.03,4.86,83.31,75.64
Whitby,England,May,5,53.48,14.75,3.43,87.92,78.92
Whitby,England,June,6,54.69,16.56,1.99,78.7,70.34
Whitby,England,July,7,58.23,14.67,5.11,80.92,73.14
Whitby,England,August,8,59.5,19.65,1.17,75.93,62.93
Whitby,England,September,9,53.18,15.53,5.61,88.91,76.67
Whitby,England,October,10,50.0,19.34,3.21,88.3,63.62
Whitby,England,November,11,43.19,16.73,1.9,88.56,68.02
Whitby,England,December,12,43.05,22.93,3.95,88.81,75.76
Robin Hood’s Bay,England,January,1,38.1,20.97,3.66,88.57,73.48
Robin Hood’s Bay,England,February,2,42.84,21.27,3.77,89.38,75.14
Robin Hood’s Bay,England,March,3,43.46,19.82,1.97,87.7,78.31
Robin Hood’s Bay,England,April,4,45.19,22.22,5.11,83.47,74.1
Robin Hood’s Bay,England,May,5,53.27,15.3,3.48,88.09,77.53
Robin Hood’s Bay,England,June,6,54.46,16.68,2.16,79.05,68.95
Robin Hood’s Bay,England,July,7,58.05,15.05,5.01,81.2,71.09
Robin Hood’s Bay,England,August,8,59.16,19.94,1.29,76.81,61.88
Robin Hood’s Bay,England,September,9,52.98,15.95,5.95,89.43,75.07
Robin Hood’s Bay,England,October,10,49.71,19.25,3.68,89.13,64.07
Robin Hood’s Bay,England,November,11,42.92,16.45,2.13,89.4,67.58
Robin Hood’s Bay,England,December,12,42.72,22.9,4.37,89.68,76.39
Scarborough,England,January,1,39.12,19.35,3.16,85.99,70.45
Scarborough,England,February,2,43.86,19.35,3.55,87.71,72.57
Scarborough,England,March,3,44.37,18.9,1.88,86.28,75.75
Scarborough,England,April,4,46.33,20.33,4.03,81.04,71.16
Scarborough,England,May,5,53.82,14.44,3.16,87.13,75.13
Scarborough,England,June,6,55.36,15.39,2.02,77.79,65.72
Scarborough,England,July,7,58.89,13.69,4.0,80.26,66.04
Scarborough,England,August,8,60.36,18.15,1.15,74.96,59.49
Scarborough,England,September,9,54.13,15.32,5.07,87.59,71.92
Scarborough,England,October,10,50.74,17.61,3.15,87.75,65.16
Scarborough,England,November,11,43.83,15.12,1.84,87.43,69.04
Scarborough,England,December,12,43.61,20.77,3.7,87.79,77.89
Filey,England,January,1,40.39,18.93,2.43,82.92,69.36
Filey,England,February,2,45.08,18.43,3.3,85.99,71.33
Filey,England,March,3,45.57,18.97,1.57,84.67,73.96
Filey,England,April,4,47.71,19.22,3.14,78.42,69.55
Filey,England,May,5,54.28,14.58,2.75,86.58,73.75
Filey,England,June,6,56.4,14.61,1.91,76.67,64.65
Filey,England,July,7,59.82,13.33,2.9,79.6,63.6
Filey,England,August,8,61.85,17.07,0.99,72.9,57.95
Filey,England,September,9,55.55,15.7,4.07,85.75,70.52
Filey,England,October,10,52.03,16.95,2.54,86.35,65.91
Filey,England,November,11,45.05,14.5,1.87,85.31,70.18
Filey,England,December,12,44.69,19.68,2.97,85.72,77.94
Bridlington,England,January,1,40.94,20.53,2.0,81.72,68.93
Bridlington,England,February,2,45.62,19.63,3.15,85.37,70.69
Bridlington,England,March,3,46.16,21.05,1.39,84.17,73.33
Bridlington,England,April,4,48.35,20.62,2.87,77.47,68.83
Bridlington,England,May,5,54.13,16.35,2.54,87.31,73.43
Bridlington,England,June,6,56.72,15.47,1.87,76.67,63.71
Bridlington,England,July,7,60.04,14.57,2.32,80.2,61.76
Bridlington,England,August,8,62.49,17.92,0.92,72.57,56.81
Bridlington,England,September,9,56.24,17.28,3.68,85.2,69.98
Bridlington,England,October,10,52.79,18.49,2.18,85.77,65.69
Bridlington,England,November,11,45.93,16.2,1.61,83.64,70.26
Bridlington,England,December,12,45.16,20.94,2.65,84.62,77.85
Withernsea,England,January,1,41.29,16.69,2.24,84.25,67.95
Withernsea,England,February,2,46.16,16.09,3.67,88.29,72.2
Withernsea,England,March,3,46.44,16.48,1.74,87.44,73.74
Withernsea,England,April,4,48.71,17.33,2.56,80.93,69.33
Withernsea,England,May,5,54.94,13.23,2.36,88.11,70.36
Withernsea,England,June,6,57.3,13.09,1.75,78.82,64.11
Withernsea,England,July,7,61.07,13.17,2.27,77.25,64.65
Withernsea,England,August,8,62.94,16.1,0.86,71.01,56.65
Withernsea,England,September,9,56.7,15.23,3.17,84.63,65.01
Withernsea,England,October,10,52.62,15.15,2.65,85.72,65.27
Withernsea,England,November,11,45.76,12.9,1.61,84.25,69.99
Withernsea,England,December,12,45.08,18.62,2.52,85.87,77.06
Cleethorpes,England,January,1,40.8,16.75,2.14,81.83,67.57
Cleethorpes,England,February,2,46.08,16.28,3.85,86.08,74.74
Cleethorpes,England,March,3,46.33,16.42,1.73,84.83,75.09
Cleethorpes,England,April,4,48.72,18.12,2.35,77.2,70.37
Cleethorpes,England,May,5,55.68,13.83,2.27,83.43,67.67
Cleethorpes,England,June,6,57.8,13.26,1.53,73.77,63.7
Cleethorpes,England,July,7,61.38,13.99,2.54,76.78,65.42
Cleethorpes,England,August,8,63.23,16.71,0.84,70.93,55.49
Cleethorpes,England,September,9,56.96,18.03,3.22,85.32,63.65
Cleethorpes,England,October,10,52.85,17.48,2.6,85.77,64.15
Cleethorpes,England,November,11,45.71,15.26,1.59,85.03,70.71
Cleethorpes,England,December,12,45.06,21.51,2.41,86.51,75.62
Skegness,England,January,1,40.43,20.62,2.14,83.15,68.4
Skegness,England,February,2,45.87,20.09,4.36,88.21,79.04
Skegness,England,March,3,46.35,18.91,1.48,85.46,77.75
Skegness,England,April,4,48.86,21.75,2.02,78.61,73.34
Skegness,England,May,5,55.66,17.04,1.67,84.03,63.74
Skegness,England,June,6,57.55,15.97,1.48,75.63,61.99
Skegness,England,July,7,61.29,16.24,3.19,79.35,66.47
Skegness,England,August,8,63.51,19.02,1.01,73.06,60.08
Skegness,England,September,9,57.33,16.75,3.56,84.96,38.74
Skegness,England,October,10,52.85,17.3,2.63,86.95,68.74
Skegness,England,November,11,45.03,15.1,2.0,86.84,73.59
Skegness,England,December,12,44.42,20.81,2.57,88.81,79.55
Mablethorpe,England,January,1,40.57,19.06,2.02,82.77,66.84
Mablethorpe,England,February,2,46.1,18.45,4.11,87.57,77.37
Mablethorpe,England,March,3,46.46,18.24,1.59,85.29,75.74
Mablethorpe,England,April,4,48.97,20.56,2.05,77.84,71.55
Mablethorpe,England,May,5,56.03,15.35,2.01,82.89,64.46
Mablethorpe,England,June,6,58.02,14.66,1.33,73.78,62.05
Mablethorpe,England,July,7,61.71,15.04,3.13,77.35,66.02
Mablethorpe,England,August,8,63.59,17.81,0.9,71.41,58.65
Mablethorpe,England,September,9,57.31,16.65,3.51,84.4,57.6
Mablethorpe,England,October,10,52.81,16.64,2.59,86.06,65.46
Mablethorpe,England,November,11,45.48,14.78,1.79,85.51,71.65
Mablethorpe,England,December,12,44.86,20.44,2.45,87.21,76.87
Chapel St Leonards,England,January,1,40.52,19.95,2.11,82.93,67.5
Chapel St Leonards,England,February,2,45.98,19.24,4.24,87.91,78.2
Chapel St Leonards,England,March,3,46.36,18.42,1.55,85.31,76.65
Chapel St Leonards,England,April,4,48.89,21.1,2.03,78.14,72.25
Chapel St Leonards,England,May,5,55.86,16.19,1.82,83.43,64.02
Chapel St Leonards,England,June,6,57.77,15.25,1.41,74.73,61.96
Chapel St Leonards,England,July,7,61.5,15.49,3.16,78.36,66.15
Chapel St Leonards,England,August,8,63.56,18.32,0.95,72.25,59.33
Chapel St Leonards,England,September,9,57.4,16.24,3.52,84.51,45.49
Chapel St Leonards,England,October,10,52.8,16.49,2.58,86.6,67.73
Chapel St Leonards,England,November,11,45.1,14.63,1.9,86.41,73.34
Chapel St Leonards,England,December,12,44.56,20.06,2.5,88.32,79.14
Hunstanton,England,January,1,40.65,20.35,2.16,82.54,64.7
Hunstanton,England,February,2,46.17,19.1,4.43,87.68,75.59
Hunstanton,England,March,3,46.77,17.91,1.56,84.01,73.36
Hunstanton,England,April,4,49.28,20.79,2.0,77.47,70.33
Hunstanton,England,May,5,56.17,15.42,2.46,83.33,63.25
Hunstanton,England,June,6,58.01,14.82,1.34,74.76,59.64
Hunstanton,England,July,7,61.83,14.78,3.33,78.07,64.06
Hunstanton,England,August,8,64.0,17.37,0.94,72.1,55.38
Hunstanton,England,September,9,57.78,15.75,3.23,83.96,50.43
Hunstanton,England,October,10,53.01,15.63,2.35,86.23,65.15
Hunstanton,England,November,11,45.33,14.01,1.94,86.3,72.12
Hunstanton,England,December,12,44.66,19.44,2.36,88.46,79.05
Wells-next-the-Sea,England,January,1,41.37,23.12,2.35,81.74,63.8
Wells-next-the-Sea,England,February,2,46.51,20.28,4.58,87.22,70.12
Wells-next-the-Sea,England,March,3,47.11,17.9,1.37,83.35,69.83
Wells-next-the-Sea,England,April,4,49.73,21.2,1.98,77.16,66.54
Wells-next-the-Sea,England,May,5,55.77,14.51,3.06,84.97,60.73
Wells-next-the-Sea,England,June,6,57.78,15.34,1.55,76.4,56.61
Wells-next-the-Sea,England,July,7,61.78,15.48,3.27,79.04,58.96
Wells-next-the-Sea,England,August,8,64.3,16.94,0.92,72.93,47.15
Wells-next-the-Sea,England,September,9,58.52,15.8,2.79,83.37,55.76
Wells-next-the-Sea,England,October,10,53.46,16.42,2.02,85.31,60.53
Wells-next-the-Sea,England,November,11,45.93,15.57,1.88,85.46,72.48
Wells-next-the-Sea,England,December,12,44.9,20.95,2.1,88.3,78.93
Sheringham,England,January,1,41.85,25.86,2.44,81.38,62.87
Sheringham,England,February,2,46.77,22.34,4.58,87.0,65.25
Sheringham,England,March,3,47.16,19.11,1.29,83.97,66.14
Sheringham,England,April,4,50.02,23.79,1.96,77.59,63.93
Sheringham,England,May,5,55.24,16.0,3.33,87.15,58.73
Sheringham,England,June,6,57.41,17.62,1.86,78.86,55.55
