course_name,city,state_country,location,total_par,h01_par,h01_yards,h01_hcp,h02_par,h02_yards,h02_hcp,h03_par,h03_yards,h03_hcp,h04_par,h04_yards,h04_hcp,h05_par,h05_yards,h05_hcp,h06_par,h06_yards,h06_hcp,h07_par,h07_yards,h07_hcp,h08_par,h08_yards,h08_hcp,h09_par,h09_yards,h09_hcp,f9_par,f9_yards,h10_par,h10_yards,h10_hcp,h11_par,h11_yards,h11_hcp,h12_par,h12_yards,h12_hcp,h13_par,h13_yards,h13_hcp,h14_par,h14_yards,h14_hcp,h15_par,h15_yards,h15_hcp,h16_par,h16_yards,h16_hcp,h17_par,h17_yards,h17_hcp,h18_par,h18_yards,h18_hcp,b9_par,b9_yards,total_yardage,course_rating,slope_rating,prestige_level,est_year,created_at,elevation,course_id,temp_factor,humidity_factor,wind_factor,rain_factor,cloud_factor,design_strategy,narrowness_factor,hazard_density,green_speed,turf_firmness,rough_length,crowd_factor,elevation_factor,terrain_difficulty,temp_min_jan,temp_avg_jan,temp_max_jan,temp_min_feb,temp_avg_feb,temp_max_feb,temp_min_mar,temp_avg_mar,temp_max_mar,temp_min_apr,temp_avg_apr,temp_max_apr,temp_min_may,temp_avg_may,temp_max_may,temp_min_jun,temp_avg_jun,temp_max_jun,temp_min_jul,temp_avg_jul,temp_max_jul,temp_min_aug,temp_avg_aug,temp_max_aug,temp_min_sep,temp_avg_sep,temp_max_sep,temp_min_oct,temp_avg_oct,temp_max_oct,temp_min_nov,temp_avg_nov,temp_max_nov,temp_min_dec,temp_avg_dec,temp_max_dec,rain_prop_jan,rain_prop_feb,rain_prop_mar,rain_prop_apr,rain_prop_may,rain_prop_jun,rain_prop_jul,rain_prop_aug,rain_prop_sep,rain_prop_oct,rain_prop_nov,rain_prop_dec,wind_speed_min_jan,wind_speed_avg_jan,wind_speed_max_jan,wind_speed_min_feb,wind_speed_avg_feb,wind_speed_max_feb,wind_speed_min_mar,wind_speed_avg_mar,wind_speed_max_mar,wind_speed_min_apr,wind_speed_avg_apr,wind_speed_max_apr,wind_speed_min_may,wind_speed_avg_may,wind_speed_max_may,wind_speed_min_jun,wind_speed_avg_jun,wind_speed_max_jun,wind_speed_min_jul,wind_speed_avg_jul,wind_speed_max_jul,wind_speed_min_aug,wind_speed_avg_aug,wind_speed_max_aug,wind_speed_min_sep,wind_speed_avg_sep,wind_speed_max_sep,wind_speed_min_oct,wind_speed_avg_oct,wind_speed_max_oct,wind_speed_min_nov,wind_speed_avg_nov,wind_speed_max_nov,wind_speed_min_dec,wind_speed_avg_dec,wind_speed_max_dec,humidity_min_jan,humidiy_avg_jan,humidity_max_jan,humidity_min_feb,humidiy_avg_feb,humidity_max_feb,humidity_min_mar,humidiy_avg_mar,humidity_max_mar,humidity_min_apr,humidiy_avg_apr,humidity_max_apr,humidity_min_may,humidiy_avg_may,humidity_max_may,humidity_min_jun,humidiy_avg_jun,humidity_max_jun,humidity_min_jul,humidiy_avg_jul,humidity_max_jul,humidity_min_aug,humidiy_avg_aug,humidity_max_aug,humidity_min_sep,humidiy_avg_sep,humidity_max_sep,humidity_min_oct,humidiy_avg_oct,humidity_max_oct,humidity_min_nov,humidiy_avg_nov,humidity_max_nov,humidity_min_dec,humidiy_avg_dec,humidity_max_dec,cloud_cover_min_jan,cloud_cover_avg_jan,cloud_cover_max_jan,cloud_cover_min_feb,cloud_cover_avg_feb,cloud_cover_max_feb,cloud_cover_min_mar,cloud_cover_avg_mar,cloud_cover_max_mar,cloud_cover_min_apr,cloud_cover_avg_apr,cloud_cover_max_apr,cloud_cover_min_may,cloud_cover_avg_may,cloud_cover_max_may,cloud_cover_min_jun,cloud_cover_avg_jun,cloud_cover_max_jun,cloud_cover_min_jul,cloud_cover_avg_jul,cloud_cover_max_jul,cloud_cover_min_aug,cloud_cover_avg_aug,cloud_cover_max_aug,cloud_cover_min_sep,cloud_cover_avg_sep,cloud_cover_max_sep,cloud_cover_min_oct,cloud_cover_avg_oct,cloud_cover_max_oct,cloud_cover_min_nov,cloud_cover_avg_nov,cloud_cover_max_nov,cloud_cover_min_dec,cloud_cover_avg_dec,cloud_cover_max_dec
East Greenwich Cricket Club,East Greenwich,RI (US),"East Greenwich, RI (US)",71,4,443,10,4,475,18,3,194,8,5,524,6,4,331,16,4,353,14,4,431,2,3,199,4,5,509,12,36,3459,4,486,15,4,367,1,3,151,3,4,381,7,4,428,9,4,414,13,3,242,11,4,389,5,5,661,17,35,3519,6978,75.5604987012987,135.28738961039,0.46,1941,###,170.603674540682,###,0.25,0.857142857142857,0.2,0.581818181818182,0.55,0.48,0.64,0.8,0.77,0.82,0.44,0.56,0.49,0.9,25,35,45,30,40,50,35,45,55,40,50,60,45,55,65,50,60,70,55,65,75,50,60,70,45,55,65,40,50,60,35,45,55,30,40,50,0.259,0.296,0.333,0.37,0.407,0.444,0.481,0.444,0.407,0.37,0.333,0.296,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65
East Greenwich Cricket Club,East Greenwich,RI (US),"East Greenwich, RI (US)",71,5,532,13,4,404,1,4,462,5,5,638,7,3,237,17,4,395,11,4,388,9,3,128,3,4,362,15,36,3546,5,537,8,3,229,16,4,460,6,3,171,18,5,587,4,4,437,14,4,374,12,3,140,2,4,340,10,35,3275,6821,75.5832987012987,135.29338961039,0.64,1996,###,170.603674540682,###,0.25,0.857142857142857,0.2,0.581818181818182,0.55,0.76,0.25,0.59,0.34,0.68,0.31,0.97,0.99,0.85,25,35,45,30,40,50,35,45,55,40,50,60,45,55,65,50,60,70,55,65,75,50,60,70,45,55,65,40,50,60,35,45,55,30,40,50,0.259,0.296,0.333,0.37,0.407,0.444,0.481,0.444,0.407,0.37,0.333,0.296,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65
Cary Athletic Club,Cary,NC (US),"Cary, NC (US)",71,4,350,11,4,348,3,3,151,5,4,400,17,3,124,15,4,487,9,5,542,7,4,340,1,5,551,13,36,3293,4,482,6,4,449,18,5,625,14,3,246,4,4,399,16,3,179,2,4,363,12,4,459,10,4,367,8,35,3569,6862,74.1033125541125,130.830317099567,0.9,2010,###,406.824146981627,###,0.211041666666667,0.874285714285715,0.106666666666667,0.649090909090909,0.605,0.31,0.21,0.25,0.75,0.68,0.47,0.86,0.1,0.74,23.9,33.9,43.9,28.8,38.8,48.8,33.6,43.6,53.6,38.4,48.4,58.4,43.3,53.3,63.3,48.1,58.1,68.1,53,63,73,48.1,58.1,68.1,43.3,53.3,63.3,38.4,48.4,58.4,33.6,43.6,53.6,28.8,38.8,48.8,0.2849,0.3256,0.3663,0.407,0.4477,0.4884,0.5291,0.4884,0.4477,0.407,0.3663,0.3256,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705
Mount Pleasant Club,Mount Pleasant,SC (US),"Mount Pleasant, SC (US)",71,5,517,9,4,476,17,4,465,1,3,234,3,4,457,15,3,159,13,4,487,7,4,419,5,5,585,11,36,3799,4,348,4,5,555,16,3,205,12,4,488,2,3,248,14,4,401,10,3,170,8,5,577,18,4,345,6,35,3337,7136,76.1811363636364,137.042090909091,0.81,1949,###,1217.19160104987,###,0.7825,1,0.0266666666666666,0.649090909090909,0.605,0.8,0.29,0.66,0.49,0.81,0.55,0.62,0.23,0.36,39.9,49.9,59.9,47,57,67,54.2,64.2,74.2,61.3,71.3,81.3,68.4,78.4,88.4,75.6,85.6,95.6,82.7,92.7,102.7,75.6,85.6,95.6,68.4,78.4,88.4,61.3,71.3,81.3,54.2,64.2,74.2,47,57,67,0.2849,0.3256,0.3663,0.407,0.4477,0.4884,0.5291,0.4884,0.4477,0.407,0.3663,0.3256,3.4,5.4,10.4,3.4,5.4,10.4,3.4,5.4,10.4,3.4,5.4,10.4,3.4,5.4,10.4,3.4,5.4,10.4,3.4,5.4,10.4,3.4,5.4,10.4,3.4,5.4,10.4,3.4,5.4,10.4,3.4,5.4,10.4,3.4,5.4,10.4,72.5,82.5,92.5,72.5,82.5,92.5,72.5,82.5,92.5,72.5,82.5,92.5,72.5,82.5,92.5,72.5,82.5,92.5,72.5,82.5,92.5,72.5,82.5,92.5,72.5,82.5,92.5,72.5,82.5,92.5,72.5,82.5,92.5,72.5,82.5,92.5,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705
Ardmore Athletic Club,Ardmore,PA (US),"Ardmore, PA (US)",72,5,563,7,3,218,15,4,424,17,4,422,1,4,381,13,4,426,11,3,199,5,4,493,3,5,511,9,36,3637,5,608,2,3,206,14,4,498,10,4,432,12,5,599,18,4,489,8,3,223,6,4,432,16,4,365,4,36,3852,7489,76.5113744588745,138.102829004329,0.96,1979,###,68.8976377952756,###,0.437083333333334,0.957142857142857,0.146666666666667,0.649090909090909,0.605,0.68,0.71,0.72,0.86,0.64,0.76,0.26,0.02,0.44,30.2,40.2,50.2,36,46,56,41.7,51.7,61.7,47.5,57.5,67.5,53.2,63.2,73.2,59,69,79,64.8,74.8,84.8,59,69,79,53.2,63.2,73.2,47.5,57.5,67.5,41.7,51.7,61.7,36,46,56,0.2849,0.3256,0.3663,0.407,0.4477,0.4884,0.5291,0.4884,0.4477,0.407,0.3663,0.3256,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705
Narragansett Club,Narragansett,RI (US),"Narragansett, RI (US)",71,5,516,5,4,426,13,3,250,15,4,343,11,3,233,9,4,418,3,4,350,1,4,463,17,4,456,7,35,3455,4,352,12,5,664,8,4,346,10,4,429,16,3,233,6,5,660,4,4,416,18,3,182,14,4,343,2,36,3625,7080,74.8012987012987,132.54538961039,0.38,1951,###,823.490813648294,###,0.25,0.857142857142857,0.2,0.581818181818182,0.55,0.24,0.9,0.22,0.46,0.66,0.5,0.27,0.13,0.56,25,35,45,30,40,50,35,45,55,40,50,60,45,55,65,50,60,70,55,65,75,50,60,70,45,55,65,40,50,60,35,45,55,30,40,50,0.259,0.296,0.333,0.37,0.407,0.444,0.481,0.444,0.407,0.37,0.333,0.296,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65
Five Forks Hunt Club,Five Forks,SC (US),"Five Forks, SC (US)",71,4,416,10,4,402,6,3,126,8,4,449,14,3,201,18,4,401,4,4,396,2,4,379,16,5,562,12,35,3332,4,334,3,4,410,11,3,236,13,5,510,9,4,355,7,3,223,1,5,555,17,4,499,15,4,437,5,36,3559,6891,75.5414792207792,135.562233766234,0.85,1971,###,1036.74540682415,###,0.3175,0.874285714285715,0.106666666666667,0.649090909090909,0.605,0.41,0.32,0.54,0.85,0.87,0.87,0.89,0.59,0.7,26.9,36.9,46.9,32.2,42.2,52.2,37.4,47.4,57.4,42.7,52.7,62.7,48,58,68,53.2,63.2,73.2,58.5,68.5,78.5,53.2,63.2,73.2,48,58,68,42.7,52.7,62.7,37.4,47.4,57.4,32.2,42.2,52.2,0.2849,0.3256,0.3663,0.407,0.4477,0.4884,0.5291,0.4884,0.4477,0.407,0.3663,0.3256,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705
McCordsville Hunt Club,McCordsville,IN (US),"McCordsville, IN (US)",72,4,336,8,5,611,4,3,186,6,4,397,12,3,240,16,4,477,2,4,497,14,5,562,18,4,449,10,36,3755,4,343,1,3,175,9,4,382,11,5,529,7,3,214,5,4,405,15,4,498,13,5,619,17,4,398,3,36,3563,7318,74.2951350649351,131.249480519481,0.36,1920,###,685.695538057743,###,0.3,0.857142857142857,0.2,0.490909090909091,0.55,0.49,0.52,0.59,0.55,0.49,0.61,0.32,0.99,0.82,26.4,36.4,46.4,31.6,41.6,51.6,36.8,46.8,56.8,42,52,62,47.2,57.2,67.2,52.4,62.4,72.4,57.6,67.6,77.6,52.4,62.4,72.4,47.2,57.2,67.2,42,52,62,36.8,46.8,56.8,31.6,41.6,51.6,0.224,0.256,0.288,0.32,0.352,0.384,0.416,0.384,0.352,0.32,0.288,0.256,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65
Morrisville Cricket Club,Morrisville,NC (US),"Morrisville, NC (US)",70,4,385,18,3,180,6,4,451,2,5,635,4,4,421,10,4,423,14,3,123,12,4,436,16,4,445,8,35,3499,4,388,7,4,496,17,4,479,9,3,209,5,4,370,3,4,480,13,5,557,11,3,132,15,4,482,1,35,3593,7092,74.8293125541125,133.097317099567,0.74,1919,###,285.433070866142,###,0.211041666666667,0.874285714285715,0.106666666666667,0.649090909090909,0.605,0.22,0.79,0.54,0.41,1,0.9,0.28,0.97,0.66,23.9,33.9,43.9,28.8,38.8,48.8,33.6,43.6,53.6,38.4,48.4,58.4,43.3,53.3,63.3,48.1,58.1,68.1,53,63,73,48.1,58.1,68.1,43.3,53.3,63.3,38.4,48.4,58.4,33.6,43.6,53.6,28.8,38.8,48.8,0.2849,0.3256,0.3663,0.407,0.4477,0.4884,0.5291,0.4884,0.4477,0.407,0.3663,0.3256,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705
Mountain View Cricket Club,Mountain View,CA (US),"Mountain View, CA (US)",71,4,466,16,3,214,4,4,463,2,3,251,8,5,580,12,4,456,10,4,484,14,4,428,6,5,642,18,36,3984,4,395,17,5,505,5,4,472,15,4,358,7,3,189,3,4,395,1,4,460,11,3,184,9,4,442,13,35,3400,7384,75.4563363636364,134.676090909091,0.93,1918,###,331.364829396325,###,0.575,0.59,0.226666666666667,0.229090909090909,0.405,0.68,0.68,0.88,0.85,0.95,0.25,0.32,0.65,0.67,34.1,44.1,54.1,40.4,50.4,60.4,46.7,56.7,66.7,53,63,73,59.3,69.3,79.3,65.6,75.6,85.6,71.9,81.9,91.9,65.6,75.6,85.6,59.3,69.3,79.3,53,63,73,46.7,56.7,66.7,40.4,50.4,60.4,0.1232,0.1408,0.1584,0.176,0.1936,0.2112,0.2288,0.2112,0.1936,0.176,0.1584,0.1408,6.4,8.4,13.4,6.4,8.4,13.4,6.4,8.4,13.4,6.4,8.4,13.4,6.4,8.4,13.4,6.4,8.4,13.4,6.4,8.4,13.4,6.4,8.4,13.4,6.4,8.4,13.4,6.4,8.4,13.4,6.4,8.4,13.4,6.4,8.4,13.4,41.3,51.3,61.3,41.3,51.3,61.3,41.3,51.3,61.3,41.3,51.3,61.3,41.3,51.3,61.3,41.3,51.3,61.3,41.3,51.3,61.3,41.3,51.3,61.3,41.3,51.3,61.3,41.3,51.3,61.3,41.3,51.3,61.3,41.3,51.3,61.3,0.305,0.405,0.505,0.305,0.405,0.505,0.305,0.405,0.505,0.305,0.405,0.505,0.305,0.405,0.505,0.305,0.405,0.505,0.305,0.405,0.505,0.305,0.405,0.505,0.305,0.405,0.505,0.305,0.405,0.505,0.305,0.405,0.505,0.305,0.405,0.505
Plymouth Club,Plymouth,MN (US),"Plymouth, MN (US)",71,4,501,15,5,535,17,3,171,3,4,404,13,3,204,5,4,490,1,4,476,9,4,353,7,4,451,11,35,3585,4,383,14,3,177,2,4,397,18,4,461,6,3,190,10,5,647,8,4,500,12,4,439,4,5,659,16,36,3853,7438,75.675135064935,135.62148051948,0.74,1946,###,82.0209973753281,###,0.125,0.857142857142857,0.2,0.490909090909091,0.55,0.59,0.88,0.25,0.88,0.48,0.65,0.75,0.08,0.35,21.5,31.5,41.5,26,36,46,30.5,40.5,50.5,35,45,55,39.5,49.5,59.5,44,54,64,48.5,58.5,68.5,44,54,64,39.5,49.5,59.5,35,45,55,30.5,40.5,50.5,26,36,46,0.224,0.256,0.288,0.32,0.352,0.384,0.416,0.384,0.352,0.32,0.288,0.256,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65
Kaysville Golf & Country Club,Kaysville,UT (US),"Kaysville, UT (US)",72,5,674,18,3,174,12,4,427,16,4,334,4,4,464,8,3,179,6,5,570,10,4,425,2,4,355,14,36,3602,4,466,13,4,462,15,3,162,1,5,522,11,4,391,3,4,488,17,5,601,7,3,152,5,4,463,9,36,3707,7309,75.1574220779221,133.709376623377,0.3,1997,###,1079.39632545932,###,0.105,0.468571428571428,0.326666666666667,0.309090909090909,0.385,0.4,0.36,0.65,0.81,0.52,0.45,0.27,0.65,0.78,20.9,30.9,40.9,25.4,35.4,45.4,29.8,39.8,49.8,34.2,44.2,54.2,38.6,48.6,58.6,43,53,63,47.5,57.5,67.5,43,53,63,38.6,48.6,58.6,34.2,44.2,54.2,29.8,39.8,49.8,25.4,35.4,45.4,0.154,0.176,0.198,0.22,0.242,0.264,0.286,0.264,0.242,0.22,0.198,0.176,7.9,9.9,14.9,7.9,9.9,14.9,7.9,9.9,14.9,7.9,9.9,14.9,7.9,9.9,14.9,7.9,9.9,14.9,7.9,9.9,14.9,7.9,9.9,14.9,7.9,9.9,14.9,7.9,9.9,14.9,7.9,9.9,14.9,7.9,9.9,14.9,32.8,42.8,52.8,32.8,42.8,52.8,32.8,42.8,52.8,32.8,42.8,52.8,32.8,42.8,52.8,32.8,42.8,52.8,32.8,42.8,52.8,32.8,42.8,52.8,32.8,42.8,52.8,32.8,42.8,52.8,32.8,42.8,52.8,32.8,42.8,52.8,0.285,0.385,0.485,0.285,0.385,0.485,0.285,0.385,0.485,0.285,0.385,0.485,0.285,0.385,0.485,0.285,0.385,0.485,0.285,0.385,0.485,0.285,0.385,0.485,0.285,0.385,0.485,0.285,0.385,0.485,0.285,0.385,0.485,0.285,0.385,0.485
Kapolei Country Club,Kapolei,HI (US),"Kapolei, HI (US)",70,4,434,17,3,212,11,5,620,13,4,473,9,3,179,1,4,428,15,5,554,5,3,164,3,4,421,7,35,3485,5,630,16,3,129,18,4,348,10,3,167,14,4,399,2,4,482,6,3,240,4,4,369,8,5,677,12,35,3441,6926,75.4886458874459,134.8041504329,0.26,2001,###,1072.83464566929,###,0.593958333333333,0.874285714285715,0.253333333333333,0.609090909090909,0.495,0.57,0.43,0.76,0.89,0.61,0.53,0.33,0.57,0.34,34.6,44.6,54.6,41,51,61,47.4,57.4,67.4,53.8,63.8,73.8,60.1,70.1,80.1,66.5,76.5,86.5,72.9,82.9,92.9,66.5,76.5,86.5,60.1,70.1,80.1,53.8,63.8,73.8,47.4,57.4,67.4,41,51,61,0.2695,0.308,0.3465,0.385,0.4235,0.462,0.5005,0.462,0.4235,0.385,0.3465,0.308,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595
Chesterbrook Hunt Club,Chesterbrook,PA (US),"Chesterbrook, PA (US)",71,4,427,15,5,592,9,4,436,11,3,237,7,4,386,17,4,478,13,4,462,3,3,170,1,5,578,5,36,3766,4,387,14,4,348,16,3,150,8,4,403,12,5,548,18,3,218,4,4,393,2,4,349,6,4,383,10,35,3179,6945,75.0145744588744,133.307829004329,0.82,1921,###,505.249343832021,###,0.437083333333334,0.957142857142857,0.146666666666667,0.649090909090909,0.605,0.29,0.79,0.3,0.91,0.72,0.56,0.27,0.3,0.8,30.2,40.2,50.2,36,46,56,41.7,51.7,61.7,47.5,57.5,67.5,53.2,63.2,73.2,59,69,79,64.8,74.8,84.8,59,69,79,53.2,63.2,73.2,47.5,57.5,67.5,41.7,51.7,61.7,36,46,56,0.2849,0.3256,0.3663,0.407,0.4477,0.4884,0.5291,0.4884,0.4477,0.407,0.3663,0.3256,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705
